Gene Symbol	logFC	adj p-value
ENSG00000160226	0.79607835188805	5.80497130199126e-07
ENSG00000243927	0.787700278191328	5.31598663671334e-06
ENSG00000142166	0.553439952443357	1.37409532026671e-05
ENSG00000159079	0.580346705947056	1.37409532026671e-05
ENSG00000157538	0.589955761728222	1.37409532026671e-05
ENSG00000184787	0.528622633559873	1.42234094541621e-05
ENSG00000157540	0.603721170085992	1.50820280593596e-05
ENSG00000160294	0.457984711620503	2.49182262390623e-05
ENSG00000182362	0.928987188914965	2.49182262390623e-05
ENSG00000156253	0.712338974852688	3.06493361914618e-05
ENSG00000141959	0.668676634487598	4.5770894068951e-05
ENSG00000160299	0.566681660727526	5.00154873975541e-05
ENSG00000160209	0.597225385568686	6.56264479892567e-05
ENSG00000142168	0.536331157740391	9.28333321689017e-05
ENSG00000160256	0.508109183805116	0.000380084273557089
ENSG00000263160	0.69499156859048	0.000467954356196088
ENSG00000142188	0.688499402192302	0.000476786871641595
ENSG00000160194	0.709543964015629	0.00145416634197271
ENSG00000142207	0.45331144774464	0.00223388039040782
ENSG00000155313	0.690097288228411	0.00223388039040782
ENSG00000185917	0.426390149334879	0.00828772119137273
ENSG00000157216	0.59371231633795	0.0127021592191975
ENSG00000183250	0.826132831019052	0.0138087645474072
ENSG00000262795	0.471532113358852	0.0271654173085393
ENSG00000232677	-0.58482039635677	0.0360128027881205
ENSG00000198743	0.795747374763743	0.0371826566280557
ENSG00000227124	0.61627033867912	0.0360128027881205
ENSG00000275895	0.502343957122635	0.037659321923331
ENSG00000160214	0.537740931609083	0.039940877998327
ENSG00000166016	1.36133968867009	0.0478045198328067
ENSG00000241837	0.527719242210822	0.0569847088961241
ENSG00000160218	0.483382438573928	0.0787644385860488
ENSG00000167716	1.14252521963423	0.0787644385860488
ENSG00000185658	0.459457530417908	0.088094868880115
ENSG00000243646	0.748924752179881	0.093915681329284
ENSG00000160305	0.49951299098428	0.100838691718673
ENSG00000164088	0.371458431965592	0.10392192603655
ENSG00000160216	0.497242856646405	0.104758057700863
ENSG00000205571	2.52895649226536	0.116725622908925
ENSG00000160213	0.654080909260407	0.126640769269018
ENSG00000182224	0.379742949529602	0.132841962567082
ENSG00000278488	1.35643236276871	0.142311629924788
ENSG00000205758	0.468075843566539	0.143683490176995
ENSG00000276463	-0.366854776387895	0.144023117708177
ENSG00000273841	-0.386935906037168	0.144023117708177
ENSG00000173276	0.437215806962321	0.144023117708177
ENSG00000232838	-0.288641742488277	0.152968585929077
ENSG00000159140	0.473940117035535	0.160810055522954
ENSG00000122971	0.539717387770181	0.196562775131559
ENSG00000280071	0.845108597760629	0.209297001391332
ENSG00000183309	-0.949325690768921	0.222429097718202
ENSG00000100360	0.354268664761843	0.223566325010042
ENSG00000123684	-0.401274764466607	0.222429097718202
ENSG00000143891	1.18425942727711	0.225237097732271
ENSG00000027697	-0.790766433543115	0.225237097732271
ENSG00000159267	0.738464748104878	0.236759020375807
ENSG00000230487	0.524157750837841	0.255990604308683
ENSG00000160284	0.705382698404333	0.264217728683638
ENSG00000274679	0.705382698404333	0.264217728683638
ENSG00000185386	0.506219951979223	0.272935442149179
ENSG00000172939	-0.330883058993971	0.272935442149179
ENSG00000256043	0.713893160351271	0.276816318777976
ENSG00000263238	0.713893160351271	0.276816318777976
ENSG00000168237	0.297405430983732	0.276816318777976
ENSG00000182670	0.553844565942838	0.276816318777976
ENSG00000185808	0.461226277271153	0.276816318777976
ENSG00000146574	-0.345422744407482	0.276816318777976
ENSG00000104522	0.404415395487256	0.283230515828891
ENSG00000159082	0.642090819838895	0.283900901894437
ENSG00000054277	-0.966262869667334	0.293313510720914
ENSG00000112078	-0.482688556272853	0.298397006594564
ENSG00000126970	0.567419748608918	0.32685573461679
ENSG00000278243	0.38755998020423	0.32685573461679
ENSG00000172456	0.394179569358761	0.337194365214721
ENSG00000117226	1.2333111438644	0.332752053982195
ENSG00000135823	-0.30458763864437	0.337194365214721
ENSG00000126581	0.206357401360938	0.337194365214721
ENSG00000146376	-0.678983978529751	0.337194365214721
ENSG00000178498	0.489363359991886	0.361257759727423
ENSG00000280627	0.329333406606671	0.393771685633413
ENSG00000148290	0.329502065135996	0.393771685633413
ENSG00000113369	0.695969132140306	0.393771685633413
ENSG00000133216	1.38402261675702	0.435959847054462
ENSG00000154727	0.417550932070422	0.435959847054462
ENSG00000185838	-0.361733957752801	0.472709282057691
ENSG00000119640	-0.397491608992642	0.480222955024625
ENSG00000165678	-0.289639312024458	0.472044366907976
ENSG00000182742	2.03836585812948	0.48144270483008
ENSG00000151474	-0.704181663271503	0.472044366907976
ENSG00000258441	-0.579945335121395	0.48144270483008
ENSG00000104375	-0.283426232733168	0.480222955024625
ENSG00000183506	0.368854327694327	0.488432810401874
ENSG00000241839	0.405390679947643	0.480222955024625
ENSG00000141295	0.4293421925163	0.489381555472605
ENSG00000111252	-0.471516178970218	0.489381555472605
ENSG00000156256	0.441914374563612	0.489381555472605
ENSG00000160285	0.673367055826353	0.506716909098066
ENSG00000120093	1.73834728377352	0.534140007973411
ENSG00000260027	2.00155483339775	0.544896844184805
ENSG00000106683	0.443617265863267	0.534140007973411
ENSG00000160208	0.491297998554186	0.534140007973411
ENSG00000185033	0.814096543049827	0.544896844184805
ENSG00000234327	-0.358253828529227	0.544896844184805
